id,host_id,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,availability_30,number_of_reviews,review_scores_rating,zip
2539,2787,9.0,Kensington,40.64529,-73.97238,Private room in rental unit,Private room,2,1.0,1.0,$299.00,30,21,9,4.89,11218
5121,7356,2.0,Bedford-Stuyvesant,40.68535,-73.95512,Private room in rental unit,Private room,2,1.0,1.0,$60.00,30,5,50,4.52,11216
45910,204539,7.0,Ridgewood,40.70309,-73.89963,Entire townhouse,Entire home/apt,16,5.0,10.0,$425.00,30,30,13,4.42,11385
5136,7378,1.0,Sunset Park,40.66265,-73.99454,Entire rental unit,Entire home/apt,4,2.0,2.0,$275.00,21,0,3,5.0,11215
77765,417504,30.0,Greenpoint,40.73777000000001,-73.95366,Room in boutique hotel,Hotel room,2,1.0,1.0,$308.00,2,15,42,4.9,11109
5178,8967,1.0,Midtown,40.76457,-73.98317,Private room in rental unit,Private room,2,1.0,1.0,$68.00,2,2,550,4.23,10019
80493,434987,1.0,East Village,40.72322,-73.98615,Private room in rental unit,Private room,2,1.0,2.0,$55.00,2,0,207,4.34,10009
80684,417504,30.0,Greenpoint,40.73756,-73.9535,Room in boutique hotel,Hotel room,4,1.0,2.0,$529.00,2,25,10,5.0,11109
80700,417504,30.0,Greenpoint,40.73777000000001,-73.95366,Room in boutique hotel,Private room,4,1.0,2.0,$372.00,2,17,9,4.67,11109
45936,867225,1.0,Morningside Heights,40.8063,-73.95985,Private room in bed and breakfast,Private room,2,1.0,1.0,$75.00,31,0,135,4.65,10115
5203,7490,1.0,Upper West Side,40.8038,-73.96751,Private room in rental unit,Private room,1,1.0,1.0,$75.00,2,0,118,4.91,10025
5803,9744,3.0,South Slope,40.66801,-73.98784,Private room in townhouse,Private room,2,1.0,1.0,$118.00,4,0,216,4.7,11215
46911,210746,3.0,Prospect Heights,40.68022,-73.97457,Private room in home,Private room,2,1.0,1.0,$123.00,3,0,65,4.69,11217
49048,35935,5.0,Bedford-Stuyvesant,40.6829,-73.95701,Private room in home,Private room,3,1.0,2.0,$90.00,30,0,23,4.36,11216
80924,438133,2.0,Park Slope,40.67407,-73.98105,Entire townhouse,Entire home/apt,5,3.0,5.0,$160.00,30,0,37,4.86,11217
81739,417504,30.0,Greenpoint,40.73777000000001,-73.95366,Room in boutique hotel,Private room,4,1.0,2.0,$372.00,2,17,2,4.0,11109
50447,9744,3.0,Gowanus,40.66913,-73.99041,Entire rental unit,Entire home/apt,4,1.0,2.0,$158.00,5,1,223,4.83,11215
6872,16104,2.0,East Harlem,40.80107,-73.94255,Private room in condo,Private room,1,1.0,1.0,$65.00,30,0,1,5.0,10026
52689,244071,1.0,Ditmars Steinway,40.77868,-73.90652,Entire rental unit,Entire home/apt,4,2.0,2.0,$140.00,4,1,38,4.97,11105
82638,449787,1.0,East Village,40.72408,-73.98154,Entire rental unit,Entire home/apt,2,1.0,1.0,$169.00,30,9,276,4.79,10009
6990,16800,2.0,East Harlem,40.78778,-73.94759,Private room in rental unit,Private room,1,1.0,1.0,$62.00,30,6,239,4.88,10029
82928,451545,1.0,Bedford-Stuyvesant,40.68433,-73.94469000000002,Entire townhouse,Entire home/apt,5,2.0,3.0,$150.00,30,0,76,4.91,11216
7064,17297,2.0,Williamsburg,40.71248,-73.95881,Private room in loft,Private room,2,1.0,1.0,$95.00,7,0,11,4.89,11249
83243,453519,1.0,Bushwick,40.68769,-73.91788000000003,Entire rental unit,Entire home/apt,3,1.0,2.0,$77.00,30,3,253,4.43,11221
53469,204539,7.0,Middle Village,40.71567,-73.87841999999998,Entire guesthouse,Entire home/apt,4,1.0,1.0,$130.00,30,30,33,4.34,11379
53470,204539,7.0,Ridgewood,40.70422,-73.89778000000003,Entire rental unit,Entire home/apt,7,2.0,3.0,$193.00,30,30,6,4.0,11385
7097,17571,2.0,Fort Greene,40.691233,-73.972702,Entire guest suite,Entire home/apt,4,1.0,2.0,$207.00,2,2,303,4.88,11205
53477,204539,7.0,Middle Village,40.71778,-73.87714,Entire townhouse,Entire home/apt,12,4.0,8.0,$350.00,30,30,16,4.71,11379
84010,417504,30.0,Greenpoint,40.73777000000001,-73.95366,Room in boutique hotel,Hotel room,2,1.0,1.0,$308.00,2,16,22,4.86,11109
89621,209460,3.0,Crown Heights,40.67823,-73.94719,Entire rental unit,Entire home/apt,4,2.0,2.0,$138.00,30,0,240,4.45,11216
8490,25183,2.0,Bedford-Stuyvesant,40.68462,-73.93839,Entire loft,Entire home/apt,5,1.0,4.0,$150.00,2,5,154,4.75,11216
54508,210746,3.0,Park Slope,40.67908,-73.97405,Private room in guest suite,Private room,2,1.0,1.0,$80.00,2,9,135,4.72,11217
93313,25183,2.0,Bedford-Stuyvesant,40.68413,-73.93817,Entire loft,Entire home/apt,5,2.0,4.0,$145.00,2,4,136,4.71,11216
9704,32045,1.0,Harlem,40.81317,-73.95465,Private room in rental unit,Private room,2,1.0,1.0,$55.00,30,0,98,4.89,10027
94209,503800,1.0,Crown Heights,40.67654,-73.94629,Entire rental unit,Entire home/apt,4,1.0,2.0,$102.00,1,0,38,4.82,11216
94783,473113,1.0,Crown Heights,40.6736,-73.9551,Entire rental unit,Entire home/apt,2,1.0,1.0,$140.00,6,0,137,4.86,11216
54694,27848,4.0,Jamaica,40.67144,-73.76501,Private room in home,Private room,2,1.0,1.0,$65.00,30,0,62,4.35,11434
10183,34866,1.0,Harlem,40.81312,-73.95331999999998,Private room in condo,Private room,1,1.0,1.0,$75.00,5,0,6,4.8,10027
54860,258164,1.0,East Harlem,40.79934,-73.94236,Private room in rental unit,Private room,2,1.0,1.0,$115.00,5,2,267,4.86,10029
10452,35935,5.0,Bedford-Stuyvesant,40.68294,-73.95682,Private room in rental unit,Private room,3,1.0,2.0,$82.00,30,7,81,4.64,11216
10962,9744,3.0,South Slope,40.66692000000001,-73.98980999999998,Private room in townhouse,Private room,2,1.0,2.0,$118.00,4,9,208,4.74,11215
55587,131716,1.0,Williamsburg,40.71311,-73.9506,Entire rental unit,Entire home/apt,4,2.0,1.0,$235.00,3,1,20,5.0,11211
95883,509918,1.0,Bedford-Stuyvesant,40.69304,-73.95416999999998,Entire loft,Entire home/apt,6,2.0,2.0,$250.00,6,0,7,4.71,11205
96471,116599,2.0,Clinton Hill,40.68513,-73.96648,Private room in condo,Private room,5,1.0,3.0,$171.00,30,29,13,5.0,11217
55959,168525,2.0,Williamsburg,40.71065,-73.95087,Private room in rental unit,Private room,1,1.0,1.0,$150.00,5,0,94,4.82,11211
12192,46978,2.0,East Village,40.72296,-73.98383000000003,Private room in rental unit,Private room,2,1.0,1.0,$80.00,7,3,282,4.4,10009
55982,264928,1.0,Fort Greene,40.68701,-73.97555,Private room in rental unit,Private room,1,1.0,1.0,$85.00,3,0,40,4.72,11217
12937,50124,1.0,Long Island City,40.74757,-73.94570999999998,Private room in townhouse,Private room,4,1.0,2.0,$145.00,3,2,335,4.91,11101
56859,256161,2.0,Harlem,40.81201,-73.94452,Private room in rental unit,Private room,2,1.0,1.0,$74.00,3,0,239,4.66,10037
98663,520279,1.0,Chelsea,40.75077,-73.99656999999998,Entire rental unit,Entire home/apt,2,1.0,1.0,$150.00,30,0,19,4.81,10001
100186,526805,1.0,Gowanus,40.66952,-73.99201,Entire rental unit,Entire home/apt,3,1.0,1.0,$130.00,30,0,114,4.94,11215
12940,50148,7.0,Bedford-Stuyvesant,40.67946,-73.95416999999998,Entire rental unit,Entire home/apt,2,1.0,1.0,$119.00,30,0,73,4.5,11216
57166,272006,14.0,Ditmars Steinway,40.772472,-73.906075,Entire rental unit,Entire home/apt,2,1.0,2.0,$149.00,3,6,104,4.83,11105
13808,54275,3.0,Bedford-Stuyvesant,40.68064,-73.94039000000002,Private room in townhouse,Private room,2,1.0,1.0,$84.00,1,4,169,4.67,11216
57297,199392,3.0,Brooklyn Heights,40.69003,-73.99338,Entire rental unit,Entire home/apt,3,1.0,1.0,$208.00,7,0,269,4.7,11201
100368,526105,1.0,Chelsea,40.74056,-74.00143,Entire rental unit,Entire home/apt,2,1.0,1.0,$288.00,30,0,35,4.84,10011
14290,56104,3.0,Williamsburg,40.70348,-73.93621,Entire loft,Entire home/apt,2,2.0,2.0,$245.00,1,4,148,4.71,11206
101053,530032,1.0,Williamsburg,40.71116,-73.95484,Private room in rental unit,Private room,4,3.0,3.0,$175.00,60,0,38,4.9,11249
57618,274557,1.0,Hell's Kitchen,40.76505,-73.98716,Entire rental unit,Entire home/apt,4,1.0,2.0,$250.00,3,0,122,4.83,10019
14314,56246,1.0,Greenpoint,40.73535,-73.95584000000002,Entire rental unit,Entire home/apt,2,1.0,2.0,$99.00,30,0,179,4.82,11222
57754,275578,1.0,Flatiron District,40.74166,-73.9866,Entire loft,Entire home/apt,2,1.0,1.0,$330.00,2,1,170,4.98,10010
103161,465278,1.0,Williamsburg,40.71551,-73.96274,Entire rental unit,Entire home/apt,2,1.0,2.0,$395.00,10,29,145,4.78,11249
14434,7356,2.0,Bedford-Stuyvesant,40.68777,-73.94976,Private room in rental unit,Private room,2,1.0,1.0,$70.00,30,0,60,4.56,11216
103311,417504,30.0,Greenpoint,40.73778,-73.95366,Room in boutique hotel,Private room,6,2.0,3.0,$728.00,2,16,9,4.17,11109
57874,276291,2.0,East Harlem,40.80747,-73.94076,Entire rental unit,Entire home/apt,2,1.0,1.0,$160.00,3,3,340,4.87,10037
15220,59734,2.0,Hell's Kitchen,40.75611,-73.99523,Private room in rental unit,Private room,1,1.0,1.0,$92.00,2,6,382,4.58,10018
103555,220001,1.0,Fort Greene,40.693047,-73.971985,Entire serviced apartment,Entire home/apt,3,1.0,1.0,$375.00,1,0,281,4.71,11205
15341,60049,1.0,Lower East Side,40.721359,-73.993668,Entire condo,Entire home/apt,3,1.0,2.0,$206.00,30,17,32,4.61,10012
58059,277379,2.0,Harlem,40.8238,-73.94444,Private room in rental unit,Private room,2,1.0,1.0,$60.00,1,1,615,4.71,10031
15385,60252,1.0,Williamsburg,40.71211,-73.96396999999997,Private room in rental unit,Private room,1,1.0,1.0,$82.00,7,0,49,4.85,11249
58062,277394,1.0,Windsor Terrace,40.65912,-73.9842,Private room in townhouse,Private room,4,2.0,3.0,$139.00,2,0,25,4.72,11215
105469,547386,1.0,Rockaway Beach,40.58603,-73.8145,Private room in rental unit,Private room,1,1.0,1.0,$114.00,2,30,17,4.93,11693
15396,60278,2.0,Chelsea,40.74493,-73.99521,Entire rental unit,Entire home/apt,4,2.0,2.0,$400.00,90,26,5,5.0,10011
106363,551055,3.0,Harlem,40.82772,-73.95284000000002,Private room in rental unit,Private room,1,1.0,1.0,$81.00,5,2,442,4.86,10031
16326,63588,1.0,Prospect Heights,40.67839,-73.96642,Entire condo,Entire home/apt,4,4.0,4.0,$175.00,30,6,154,4.93,11238
106647,552679,1.0,Bedford-Stuyvesant,40.68647,-73.95862,Entire rental unit,Entire home/apt,4,2.0,2.0,$150.00,2,0,123,4.89,11216
59014,282927,1.0,Lower East Side,40.71946,-73.98640999999998,Entire rental unit,Entire home/apt,2,1.0,1.0,$250.00,30,7,58,4.66,10002
59121,204539,7.0,Ridgewood,40.70271,-73.8993,Entire rental unit,Entire home/apt,9,3.0,6.0,$211.00,30,26,2,5.0,11385
16338,63613,2.0,Clinton Hill,40.69121,-73.96804,Private room in rental unit,Private room,1,1.0,1.0,$55.00,21,0,29,4.6,11205
16580,64442,2.0,East Village,40.72489,-73.9781,Private room in condo,Private room,2,1.0,1.0,$166.00,2,7,473,4.78,10009
106906,553964,1.0,Clinton Hill,40.68615,-73.96769,Entire condo,Entire home/apt,3,2.0,2.0,$225.00,45,0,12,4.9,11217
16595,64522,1.0,Williamsburg,40.7092,-73.96641,Entire loft,Entire home/apt,2,1.0,1.0,$564.00,1,6,237,4.76,11249
107630,306739,2.0,Greenpoint,40.72741,-73.95466,Entire home,Entire home/apt,3,1.0,2.0,$209.00,3,1,320,4.74,11222
59709,186084,2.0,Chinatown,40.7178,-73.9932,Entire rental unit,Entire home/apt,5,2.0,2.0,$300.00,7,3,53,4.72,10002
16821,4396,3.0,East Village,40.72281,-73.98501,Private room in rental unit,Private room,1,1.0,1.0,$218.00,1,10,162,4.7,10009
60164,289653,1.0,Tribeca,40.72012,-74.00397,Entire loft,Entire home/apt,6,3.0,3.0,$500.00,30,23,109,4.38,10013
60181,128806,1.0,East Village,40.7253,-73.98028000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$195.00,31,0,38,4.8,10009
60457,99212,1.0,Greenwich Village,40.73072,-73.99275,Entire rental unit,Entire home/apt,3,1.0,1.0,$250.00,30,0,10,4.88,10003
16974,65837,1.0,East Harlem,40.8019,-73.93762,Entire loft,Entire home/apt,8,4.0,6.0,$300.00,5,5,254,4.84,10035
60611,292204,3.0,East Harlem,40.79204,-73.94740999999998,Entire rental unit,Entire home/apt,2,1.0,1.0,$110.00,30,0,192,4.84,10029
17037,66035,1.0,East Village,40.72289,-73.98028000000002,Entire rental unit,Entire home/apt,2,1.0,1.0,$220.00,30,0,53,4.8,10009
60666,256161,2.0,Harlem,40.81006,-73.94559,Private room in rental unit,Private room,2,1.0,2.0,$111.00,3,3,241,4.73,10037
110576,568103,1.0,Financial District,40.70104,-74.01168,Private room in rental unit,Private room,3,2.0,2.0,$140.00,45,1,53,4.64,10005
17693,68428,2.0,Washington Heights,40.83253,-73.94108,Private room in rental unit,Private room,2,1.0,1.0,$75.00,2,0,63,4.89,10032
112304,573316,1.0,Harlem,40.8069,-73.95371999999998,Private room in rental unit,Private room,2,1.0,1.0,$90.00,30,0,1,5.0,10026
60673,249372,1.0,Harlem,40.81562,-73.94674,Private room in rental unit,Private room,2,1.0,1.0,$125.00,30,0,3,5.0,10030
18152,69942,1.0,Upper East Side,40.76967,-73.94830999999998,Private room in rental unit,Private room,2,2.0,1.0,$200.00,30,30,148,4.41,10162
60680,292630,2.0,East Village,40.72598,-73.97978,Entire rental unit,Entire home/apt,6,1.0,2.0,$160.00,30,0,165,4.53,10009
60794,293394,1.0,Upper West Side,40.79918,-73.96248,Entire rental unit,Entire home/apt,6,3.0,3.0,$211.00,30,0,4,5.0,10025
61509,23619,1.0,Midtown,40.75743,-73.96825,Entire rental unit,Entire home/apt,3,1.0,1.0,$110.00,200,0,92,4.23,10022
112435,181376,2.0,Fort Greene,40.69132000000001,-73.97306,Private room in home,Private room,2,1.0,1.0,$95.00,30,8,177,4.62,11205
18728,71876,1.0,Chelsea,40.74261,-74.00353,Private room in loft,Private room,3,1.0,1.0,$175.00,4,0,221,4.95,10011
18961,70857,1.0,Kips Bay,40.73808,-73.98001,Private room in rental unit,Private room,2,1.0,1.0,$95.00,30,0,1,5.0,10010
62427,303882,1.0,East Village,40.72825,-73.98959,Entire rental unit,Entire home/apt,2,1.0,1.0,$130.00,30,6,62,4.83,10003
19159,73051,1.0,Harlem,40.82817,-73.95133,Entire rental unit,Entire home/apt,2,2.0,2.0,$110.00,180,1,58,4.71,10031
113265,314582,2.0,Crown Heights,40.67582,-73.9518,Private room in rental unit,Private room,2,1.0,1.0,$55.00,30,15,273,4.75,11216
19812,74857,1.0,Williamsburg,40.71802,-73.95724,Entire rental unit,Entire home/apt,2,1.0,1.0,$105.00,30,0,61,4.49,11249
115535,567187,1.0,Harlem,40.82402,-73.95263,Private room in rental unit,Private room,1,1.0,1.0,$65.00,30,0,34,4.76,10031
62925,306739,2.0,Greenpoint,40.72967,-73.95352,Entire home,Entire home/apt,4,2.0,2.0,$288.00,3,1,152,4.79,11222
20913,79402,1.0,Williamsburg,40.70967,-73.95922,Entire rental unit,Entire home/apt,2,1.0,1.0,$80.00,30,0,168,4.05,11249
21456,42032,1.0,Upper West Side,40.79936,-73.96155,Private room in rental unit,Private room,2,1.0,1.0,$88.00,30,0,85,4.69,10025
118061,2248897,1.0,Bedford-Stuyvesant,40.68462,-73.92895,Entire rental unit,Entire home/apt,2,2.0,2.0,$120.00,30,0,89,4.81,11221
21644,82685,1.0,Harlem,40.82782,-73.9473,Private room in rental unit,Private room,1,1.0,1.0,$99.00,30,0,3,5.0,10031
121687,262812,1.0,Williamsburg,40.71983,-73.95992,Entire rental unit,Entire home/apt,3,1.0,1.0,$175.00,30,0,57,4.45,11249
63610,310670,7.0,Eastchester,40.881,-73.83511,Entire rental unit,Entire home/apt,2,1.0,1.0,$99.00,2,25,53,4.92,10475
21794,83257,2.0,Chelsea,40.74187,-74.00223000000003,Private room in rental unit,Private room,2,1.0,1.0,$85.00,30,0,36,4.97,10011
121861,611716,2.0,Park Slope,40.6755,-73.98137,Entire rental unit,Entire home/apt,4,2.0,2.0,$165.00,2,0,28,4.96,11217
23135,11481,5.0,Carroll Gardens,40.67747,-74.00146,Entire rental unit,Entire home/apt,2,1.0,1.0,$248.00,3,5,285,4.69,11231
63657,170510,2.0,Bedford-Stuyvesant,40.68253,-73.94295,Entire townhouse,Entire home/apt,2,1.0,1.0,$135.00,30,0,268,4.59,11216
63693,306545,2.0,East Village,40.72219000000001,-73.98245,Entire home,Entire home/apt,4,2.0,2.0,$390.00,7,0,153,4.37,10009
23686,93790,2.0,West Village,40.72961,-74.00308000000003,Entire home,Entire home/apt,4,3.0,3.0,$600.00,5,6,55,4.46,10014
24285,97797,1.0,Park Slope,40.67115,-73.98026,Entire rental unit,Entire home/apt,5,4.0,6.0,$220.00,30,0,93,4.83,11215
125163,622855,2.0,Bedford-Stuyvesant,40.68595,-73.92923,Private room in home,Private room,2,1.0,1.0,$99.00,3,3,62,4.89,11221
64000,312722,3.0,Williamsburg,40.70705,-73.95489,Private room in rental unit,Private room,1,1.0,3.0,$55.00,30,0,14,4.92,11249
25406,105538,1.0,Williamsburg,40.71649,-73.94865,Entire rental unit,Entire home/apt,4,1.0,2.0,$83.00,30,0,29,4.62,11211
64107,313317,1.0,Crown Heights,40.67582,-73.94315999999998,Private room in townhouse,Private room,2,1.0,1.0,$100.00,3,1,308,4.79,11216
126443,627217,5.0,East Village,40.72761,-73.98951,Entire townhouse,Entire home/apt,9,2.0,4.0,$459.00,2,2,516,4.33,10003
126816,620288,1.0,Upper West Side,40.79907,-73.96517,Private room in rental unit,Private room,1,1.0,1.0,$85.00,30,0,3,3.67,10025
25696,107628,1.0,Harlem,40.8104,-73.94309,Private room in rental unit,Private room,2,1.0,1.0,$100.00,1,0,190,4.75,10037
64314,314256,1.0,Crown Heights,40.67634,-73.95143,Private room in rental unit,Private room,2,1.0,1.0,$75.00,30,0,45,4.82,11216
26362,59734,2.0,Hell's Kitchen,40.75603,-73.99294,Private room in rental unit,Private room,1,1.0,1.0,$85.00,2,4,461,4.51,10018
127387,23276,1.0,Gowanus,40.66895,-73.99136,Entire rental unit,Entire home/apt,4,2.0,2.0,$260.00,30,0,3,5.0,11215
26785,42273,3.0,South Slope,40.6686,-73.98723000000003,Entire rental unit,Entire home/apt,2,1.0,1.0,$90.00,30,0,479,4.93,11215
64365,314582,2.0,Crown Heights,40.67579,-73.95071999999998,Private room in home,Private room,3,1.0,1.0,$60.00,30,5,251,4.79,11216
27644,119510,1.0,Harlem,40.82682,-73.94948000000002,Entire rental unit,Entire home/apt,6,1.0,4.0,$190.00,2,5,232,4.78,10031
64837,46978,2.0,East Village,40.72497,-73.98356,Private room in rental unit,Private room,2,1.0,1.0,$79.00,7,0,243,4.58,10009
65268,319092,1.0,Bedford-Stuyvesant,40.68305,-73.95195,Private room in home,Private room,3,2.0,2.0,$75.00,5,0,63,4.92,11216
132516,85330,6.0,Forest Hills,40.7106,-73.85246,Entire rental unit,Entire home/apt,3,1.0,2.0,$123.00,5,1,69,4.71,11375
132661,651818,1.0,Hell's Kitchen,40.75587,-73.99399,Private room in rental unit,Private room,1,1.0,1.0,$62.00,8,1,81,4.85,10018
133025,653405,1.0,Murray Hill,40.74564,-73.97782,Private room in rental unit,Private room,1,1.0,1.0,$68.00,30,4,145,4.84,10016
65425,314941,2.0,Nolita,40.72021,-73.99426,Entire rental unit,Entire home/apt,7,2.0,2.0,$568.00,1,25,11,4.91,10012
28907,124352,1.0,Upper East Side,40.77827,-73.94669,Entire rental unit,Entire home/apt,4,1.0,2.0,$150.00,30,0,21,4.95,10128
65615,320761,1.0,Williamsburg,40.7106,-73.95178,Entire rental unit,Entire home/apt,2,1.0,1.0,$85.00,10,0,56,4.67,11211
65660,320538,2.0,Williamsburg,40.70797,-73.94792,Entire rental unit,Entire home/apt,3,1.0,1.0,$106.00,30,2,162,4.53,11211
134934,652842,1.0,Williamsburg,40.71771,-73.95849,Entire rental unit,Entire home/apt,2,1.0,1.0,$250.00,5,0,27,4.58,11249
135465,663879,1.0,Fort Greene,40.68646,-73.97548,Entire rental unit,Entire home/apt,3,1.0,1.0,$170.00,3,6,119,4.81,11217
29013,35935,5.0,Bedford-Stuyvesant,40.68288,-73.95645999999998,Private room in rental unit,Private room,2,1.0,1.0,$80.00,30,0,70,4.69,11216
136493,663384,1.0,Park Slope,40.67494,-73.97792,Entire townhouse,Entire home/apt,5,3.0,3.0,$325.00,5,0,35,4.86,11217
29628,127608,1.0,Clinton Hill,40.68292,-73.96381,Private room in rental unit,Private room,2,1.0,1.0,$89.00,3,3,325,4.93,11216
139624,680818,1.0,Crown Heights,40.67478,-73.95165,Entire rental unit,Entire home/apt,2,1.0,1.0,$70.00,90,0,80,4.36,11216
65813,321756,1.0,Harlem,40.82899000000001,-73.94345,Private room in rental unit,Private room,1,1.0,1.0,$75.00,3,0,20,4.9,10039
66008,322884,1.0,Carroll Gardens,40.68028,-73.99328,Entire rental unit,Entire home/apt,4,2.0,2.0,$190.00,30,0,68,4.87,11217
29683,125857,2.0,Lower East Side,40.72314,-73.99108000000003,Entire rental unit,Entire home/apt,3,1.0,1.0,$185.00,30,0,118,4.76,10012
31130,117287,4.0,Hell's Kitchen,40.7672,-73.98464,Private room in rental unit,Private room,1,1.0,1.0,$171.00,28,6,68,4.87,10019
140973,686147,1.0,East Village,40.72334,-73.97719000000002,Entire rental unit,Entire home/apt,2,2.0,3.0,$215.00,30,0,82,4.66,10009
66741,327673,3.0,Park Slope,40.67548,-73.98315,Entire rental unit,Entire home/apt,4,1.0,3.0,$174.00,2,5,281,4.81,11217
31902,137292,1.0,East Flatbush,40.6327,-73.93184000000002,Private room in home,Private room,2,3.0,1.0,$80.00,30,0,4,4.33,11210
141335,687361,2.0,Park Slope,40.67487,-73.97636999999997,Entire home,Entire home/apt,5,3.0,4.0,$900.00,1,18,39,4.42,11217
31994,137814,2.0,Clinton Hill,40.68818,-73.96383,Private room in rental unit,Private room,2,1.0,1.0,$97.00,2,3,513,4.5,11205
66974,329436,2.0,Gowanus,40.68088,-73.99101999999998,Entire rental unit,Entire home/apt,3,1.0,1.0,$210.00,2,4,194,4.99,11217
32037,116599,2.0,Clinton Hill,40.68513,-73.96648,Private room in condo,Private room,3,1.0,2.0,$139.00,30,10,92,4.84,11217
67288,101597,1.0,East Harlem,40.79544,-73.94836,Entire rental unit,Entire home/apt,2,1.0,1.0,$130.00,28,0,42,4.86,10029
33009,143027,1.0,Williamsburg,40.71512,-73.95899,Entire rental unit,Entire home/apt,2,1.0,1.0,$195.00,4,4,284,4.96,11249
144087,616825,3.0,Harlem,40.80687,-73.95333000000002,Entire rental unit,Entire home/apt,5,2.0,3.0,$599.00,6,14,29,4.9,10026
33156,128669,11.0,Upper West Side,40.78763,-73.96862,Entire rental unit,Entire home/apt,2,1.0,1.0,$139.00,120,0,20,5.0,10024
144148,299755,1.0,East Village,40.72297,-73.9851,Private room in rental unit,Private room,2,1.0,1.0,$67.00,30,0,32,4.53,10009
67299,330347,1.0,Williamsburg,40.71516,-73.96448000000002,Entire rental unit,Entire home/apt,4,1.0,2.0,$155.00,30,0,74,4.89,11249
36647,157798,1.0,East Harlem,40.79128,-73.94125,Private room in rental unit,Private room,2,1.0,1.0,$76.00,7,2,59,4.72,10029
67397,332189,1.0,Harlem,40.80332,-73.95741,Private room in rental unit,Private room,2,1.0,1.0,$120.00,30,0,105,4.79,10026
148201,715807,1.0,West Village,40.7304,-74.00228,Entire rental unit,Entire home/apt,2,1.0,1.0,$175.00,30,0,18,4.88,10014
36703,158284,1.0,West Village,40.73271,-74.00367,Entire condo,Entire home/apt,2,1.0,2.0,$200.00,14,0,141,4.91,10014
148259,716064,2.0,Williamsburg,40.71345,-73.94289,Entire home,Entire home/apt,6,2.0,2.0,$330.00,3,8,90,4.89,11211
36934,159370,1.0,Williamsburg,40.71371,-73.96203,Entire rental unit,Entire home/apt,2,1.0,1.0,$150.00,6,1,27,4.41,11249
68735,342054,1.0,Upper West Side,40.78846,-73.97459,Entire rental unit,Entire home/apt,2,1.0,1.0,$210.00,15,13,34,4.97,10024
68900,343250,1.0,Greenpoint,40.73094,-73.95484,Private room in rental unit,Private room,2,1.0,1.0,$100.00,30,0,7,4.86,11222
38663,165789,2.0,Boerum Hill,40.68442,-73.98068,Entire home,Entire home/apt,12,5.0,5.0,$900.00,3,2,39,4.73,11217
148825,718349,5.0,Upper West Side,40.79999,-73.96338,Entire rental unit,Entire home/apt,4,2.0,2.0,$173.00,3,2,269,4.74,10025
39282,168525,2.0,Williamsburg,40.71065139770508,-73.95087432861328,Private room in rental unit,Private room,2,1.0,1.0,$150.00,4,2,245,4.81,11211
68974,281229,2.0,Nolita,40.72,-73.99486999999998,Entire loft,Entire home/apt,6,3.0,3.0,$596.00,2,0,234,4.86,10012
39572,169927,2.0,Hell's Kitchen,40.76203,-73.98869,Private room in rental unit,Private room,2,1.0,1.0,$139.00,30,0,44,4.86,10036
69894,352168,3.0,Upper West Side,40.77845,-73.98295,Entire rental unit,Entire home/apt,2,1.0,1.0,$160.00,30,0,59,4.84,10069
150804,726333,1.0,Lower East Side,40.7203,-73.98424,Entire rental unit,Entire home/apt,5,2.0,3.0,$250.00,4,1,38,4.97,10002
39593,110506,1.0,Sunnyside,40.74523,-73.92318,Private room in condo,Private room,1,1.0,1.0,$78.00,30,0,29,4.91,11104
150989,727084,1.0,Williamsburg,40.71584,-73.96355,Entire rental unit,Entire home/apt,2,1.0,1.0,$140.00,30,0,19,4.95,11249
39704,170510,2.0,Bedford-Stuyvesant,40.68216,-73.94594000000002,Entire townhouse,Entire home/apt,4,1.0,1.0,$135.00,30,0,337,4.71,11216
42300,184755,1.0,Lower East Side,40.71992,-73.99167,Entire loft,Entire home/apt,4,2.0,2.0,$671.00,5,0,71,4.79,10002
151199,722320,1.0,Astoria,40.75684,-73.91286,Entire home,Entire home/apt,4,2.0,2.0,$151.00,2,1,507,4.86,11103
71010,361855,2.0,Washington Heights,40.83403,-73.93951,Entire rental unit,Entire home/apt,5,2.0,3.0,$332.00,4,5,36,4.97,10032
42729,11481,5.0,Carroll Gardens,40.67813,-74.00062,Entire rental unit,Entire home/apt,2,1.0,1.0,$203.00,4,14,188,4.63,11231
42882,185978,1.0,St. George,40.64633,-74.08156,Private room in rental unit,Private room,2,1.0,1.0,$70.00,5,0,178,4.8,10301
71248,363834,2.0,Chinatown,40.7159,-73.99155999999998,Entire condo,Entire home/apt,2,1.0,1.0,$155.00,28,0,58,4.82,10002
152263,732535,3.0,Harlem,40.80494,-73.94998000000002,Entire rental unit,Entire home/apt,8,2.0,6.0,$350.00,2,10,299,4.83,10026
43105,188082,2.0,Midtown,40.7449,-73.98499,Entire rental unit,Entire home/apt,2,1.0,1.0,$185.00,30,0,4,5.0,10016
153780,739499,1.0,East Village,40.72752,-73.98581,Private room in guest suite,Private room,2,1.0,1.0,$175.00,3,5,211,4.88,10003
71366,364955,1.0,Greenwich Village,40.72997,-74.00196,Entire condo,Entire home/apt,2,1.0,1.0,$225.00,30,6,44,4.83,10014
