id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22552342,1 Br- Granville Island/VGH/Olympic Village area,9653232,Zak,,Fairview,49.26653,-123.12441,Entire home/apt,247,2,138,2022-06-05,2.58,2,26,27,22-156347
22569894,In the ❤️of Yaletown .,88510289,Mary,,Downtown,49.27911,-123.11714,Entire home/apt,199,3,0,,,1,0,0,20-160891
22573163,2 Br 2 Bath Clean&Quiet Home in Central Vancouver,87417832,Alex,,Hastings-Sunrise,49.29075,-123.04071,Entire home/apt,110,2,22,2021-05-20,0.41,2,0,0,22-156122
22587726,Comfy Hawiian Vibing One Bedroom Apartment,37629287,Courtney,,Mount Pleasant,49.26578,-123.09339,Entire home/apt,100,2,47,2019-10-20,0.88,1,0,0,19-163857
22618949,"Jewel of Trout Lake - quiet, close, community",161189427,Jonathan,,Kensington-Cedar Cottage,49.25133,-123.06182,Entire home/apt,320,10,8,2021-08-06,0.17,1,83,1,22-156131
22631875,静中带旺家庭旅馆,166495187,Sushi,,Kensington-Cedar Cottage,49.23591,-123.07813,Entire home/apt,80,2,36,2019-01-02,0.69,1,0,0,18-580983
22655504,VANCOUVER HOME - # 2 Commercial Area,42068304,Adrian And Mary,,Kensington-Cedar Cottage,49.25826,-123.07133,Private room,48,30,17,2022-06-01,0.33,2,92,4,Exempt
22659767,Comfortable & Central Across VGH,139891966,Ishtar,,Fairview,49.26182,-123.12821,Entire home/apt,120,30,13,2022-03-15,0.27,29,126,2,
22659967,Stay Quaint & Stylish In Vancouver!,139891966,Ishtar,,Fairview,49.26146,-123.12623,Entire home/apt,125,30,11,2022-02-13,0.21,29,254,2,
22692270,"Great for family
Inquire for shorter stay",107846148,Bob,,Downtown,49.27268,-123.12848,Entire home/apt,153,30,33,2022-04-18,0.63,1,296,3,
22696589,Contemporary King Bed w/En Suite On The Park,2021485,Geoffrey,,Downtown Eastside,49.27759,-123.08576,Private room,100,3,97,2020-07-27,1.87,3,160,0,22-156260
22698900,Cozy and peaceful Point Grey suite on UBC doorstep,167367691,Graham And Caron,,West Point Grey,49.26226,-123.20874,Entire home/apt,119,5,106,2022-05-28,2.00,1,245,24,22-156005
22700703,New Renovated 2 Bedroom in Central of Vancouver,79337,Saligooli,,Riley Park,49.24757,-123.10317,Entire home/apt,85,365,0,,,1,0,0,
22702511,Vancouver Downtown In the heart of the  City! 1BDR,11207116,Moe,,Downtown,49.27774,-123.12774,Entire home/apt,110,30,1,2021-06-02,0.08,4,0,0,
22702574,Family-friendly Mount Pleasant heritage home,7960711,Darcy,,Mount Pleasant,49.26175,-123.08837,Entire home/apt,198,2,10,2019-09-29,0.20,1,0,0,19-214453
22713698,Hastings Sunrise Heritage House,1530291,Erin,,Hastings-Sunrise,49.2839,-123.04736,Entire home/apt,180,3,5,2018-08-26,0.11,1,0,0,18-607917
22718778,Bright and Clean 2 bedroom Garden Suite,21833993,Francesco,,Kensington-Cedar Cottage,49.2531,-123.08731,Entire home/apt,99,4,76,2021-06-01,1.45,1,124,0,22-156257
22729409,Room with en suite & private entrance near VGH,167761489,Diana,,Fairview,49.26172,-123.13058,Private room,71,2,155,2022-05-24,2.93,1,8,45,22-155972
22735501,LUXURY BDRM; OLYMPIC VLG / DOWNTOWN; NEAR TRAINS,33331559,Jayden,,Mount Pleasant,49.27265,-123.10265,Private room,99,2,113,2020-03-12,2.16,1,0,0,18-551288
22754630,[Vaccinated Host] New Condo with Air Conditioner,2447132,Young,,Mount Pleasant,49.261452,-123.098,Entire home/apt,136,30,117,2022-05-25,2.22,2,254,7,20-159707
22817433,Ocean View  free parking Downtown YVR,168648735,Linda,,Downtown,49.27189,-123.12569,Entire home/apt,399,3,45,2018-12-11,0.85,1,0,0,18-588190
22850980,Private studio in the Heart of Vancouver,3423113,Jade & Brandy,,Kensington-Cedar Cottage,49.24684,-123.08154,Entire home/apt,95,3,144,2022-06-05,2.73,1,4,48,22-156013
22851367,Peaceful Chinatown Condo,18695187,Amanda,,Downtown Eastside,49.27714,-123.09881,Entire home/apt,164,10,12,2019-08-18,0.23,1,0,0,19-161584
22869370,Visit Main Street Restaurants from a Private Garden Suite,1636300,Martin,,Riley Park,49.25566,-123.09335,Entire home/apt,140,30,201,2022-04-28,3.96,1,23,14,21-156642
22903375,Spacious & Comfortable 2 Bedroom Near VGH,139891966,Ishtar,,Fairview,49.26017,-123.12838,Entire home/apt,170,30,8,2021-12-15,0.16,29,0,2,
22905570,Classic & Quiet 1 Bedroom 1 Bath Across VGH,139891966,Ishtar,,Fairview,49.26204,-123.12803,Entire home/apt,105,30,7,2021-10-25,0.13,29,123,2,
22919747,"Big, bright, funky top floor Kits unit: Sleeps 6",49136202,Kyle,,Kitsilano,49.26923,-123.16446,Entire home/apt,109,3,58,2020-02-23,1.10,1,0,0,18-578645
22925127,"Quiet, relaxing space in Kits Point",156345633,Jane,,Kitsilano,49.27401,-123.14656,Entire home/apt,204,3,204,2022-06-04,3.93,1,55,37,22-156330
22931554,温哥华西7日度假屋,166876337,Mini,,Oakridge,49.23094,-123.13746,Private room,60,30,52,2018-08-31,0.99,1,0,0,
22938035,3 bed Subpenthouse Ocean&Mountain View- Downtown,293583929,Steve,,Downtown,49.27936,-123.10649,Entire home/apt,696,2,164,2022-05-23,3.14,20,288,50,22-156322
22938316,"Downtown Core City Views - sleeps 4, w/ parking!!",100803661,Chance,,Downtown,49.27899,-123.12323,Entire home/apt,248,1,298,2022-06-01,5.64,1,40,59,22-156033
22943194,Heart of Downtown Cozy Modern Condo - W/ PARKING!!,7737189,Arnel,,Downtown,49.28021,-123.12512,Entire home/apt,244,1,278,2022-06-01,5.36,1,27,69,22-157681
22973593,East Van Character home with heart,26872236,Stephanie,,Hastings-Sunrise,49.27646,-123.04581,Entire home/apt,150,7,2,2018-08-26,0.04,1,0,0,19-162112
23002913,Home away from home.,170626910,Robert,,Marpole,49.20875,-123.11862,Entire home/apt,175,2,98,2022-05-22,1.95,2,86,19,22-155917
23003777,Ground Floor Home Point Grey ! Beach! Trails! UBC!,10855631,Kristin Nicole,,West Point Grey,49.25962,-123.18928,Entire home/apt,150,30,33,2022-03-31,0.63,2,37,3,19-262946
23020307,La Casita: Stylish tiny house in Cambie Village,55306955,Marie,,South Cambie,49.25403,-123.11908,Entire home/apt,100,2,41,2020-06-30,0.80,1,0,0,#19-230581
23056643,Near skytrain station and beautiful park.,171137039,Van,,Renfrew-Collingwood,49.25229,-123.0525,Private room,65,3,20,2020-01-02,0.38,2,0,0,19-163438
23062160,Beautiful accomodation in the heart of Vancouver,89155127,Alfonso,,Arbutus Ridge,49.24287,-123.1536,Entire home/apt,200,3,4,2018-08-08,0.08,1,0,0,19-160976
23078420,A Basement room : Near skytrain station.,171137039,Van,,Renfrew-Collingwood,49.25162,-123.05272,Private room,30,3,14,2020-02-16,0.27,2,0,0,19-163438
23111130,❤️Yaletown☀️Patio/Gym/Netflix/🆓PRKG/HighCeilings❤️100WalkScore😊,156505092,Jess,,Downtown,49.27906,-123.12552,Entire home/apt,688,3,105,2022-05-03,1.99,2,172,13,22-157254
23120781,Comfy place in the heart of Kitsilano- room 2,21063906,Niloofar,,Kitsilano,49.26688,-123.17038,Private room,97,2,73,2022-06-05,1.39,3,42,12,22-156458
23121009,Comfy place in the heart of Kitsilano - room 0,21063906,Niloofar,,Kitsilano,49.26604,-123.16952,Private room,150,2,81,2022-06-05,1.54,3,37,17,22-156458
23121835,Beauty &Quiet 2br+Den+own patio Top Area Near DWTN,150034915,Gan,,Shaughnessy,49.24853,-123.13645,Entire home/apt,273,2,28,2022-05-30,0.60,1,168,7,22-156045
23125839,Beautiful light townhouse in spectacular Kitsilano,158784480,Hilary,,Kitsilano,49.26965,-123.18132,Entire home/apt,485,7,1,2018-07-14,0.02,1,4,0,22-156232
23125977,"STUNNING  condo, HEART of the city w/ FREE parking",9908218,Diana,,Downtown,49.27962,-123.12405,Entire home/apt,277,3,159,2022-05-30,3.23,1,187,41,21-156503
23126012,"4 Bedrooms Entire House, Nearby Downtown Vancouver",171177180,Sunny,,Victoria-Fraserview,49.2316,-123.0628,Entire home/apt,177,2,126,2022-05-10,2.52,1,106,25,22-156132
23144970,Nelson House-Room 2,66327125,Liduo,,West End,49.28572,-123.13395,Private room,90,30,71,2021-09-18,1.38,7,23,2,19-162160
23161454,OCEAN FRONT Home Kitsilano,169703765,Sam,,Kitsilano,49.27446,-123.15086,Entire home/apt,949,4,66,2022-06-02,1.27,1,44,11,22-155902
23172118,Warm & Cozy 1 Bedroom + Flex Across VGH,139891966,Ishtar,,Fairview,49.26001,-123.12607,Entire home/apt,115,30,13,2021-09-23,0.25,29,112,3,
23205966,Level | Studio | Luxe Amenities Downtown,2502595,Level Hotels And Furnished Suites,,Downtown,49.27433,-123.1261,Entire home/apt,225,30,2,2020-09-12,0.05,22,318,0,
23218832,"Cozy suite, private entrance+living room+bed room",172702853,Winnie,,Marpole,49.21007,-123.12755,Private room,74,1,141,2020-02-24,2.70,1,0,0,20-160102
23231348,Sunset beach retreat,128542902,Emma,,West End,49.2827,-123.13875,Entire home/apt,100,2,15,2019-09-29,0.31,1,0,0,19-162885
23238995,Private well appointed room,58345953,Ben,,Riley Park,49.2331,-123.09868,Private room,109,1,168,2022-05-31,3.22,1,11,35,18-611655
23241231,"BEAUTIFUL, MODERN Newly Renoed -heart of Downtown!",171149303,Blake,,West End,49.28573,-123.12514,Entire home/apt,225,30,46,2022-05-23,0.89,1,115,6,20-160878
23247463,A comfy place in the heart of Kitsilano-room 1,21063906,Niloofar,,Kitsilano,49.26571,-123.17039,Private room,81,2,77,2022-01-30,1.52,3,5,13,22-156458
23274503,"Luxury 2 beds 2 baths+office Yaletown, Vancouver",46030026,Ken,,Downtown,49.27732,-123.12063,Entire home/apt,145,90,9,2020-03-31,0.18,1,256,0,
23305871,Private Vacation Suite - Prime Location,63276804,Caroline,,Riley Park,49.24639,-123.10578,Entire home/apt,90,30,6,2022-01-11,0.12,1,188,3,18-499324
23310375,Lovely suite in Commecial Drive neighbourhood,62202823,Jenny,,Grandview-Woodland,49.26288,-123.06293,Entire home/apt,200,5,25,2019-09-09,0.48,1,0,0,20-159923
23340054,Sit by the Fireplace of this Modern Studio,24203518,Carlton,,Downtown,49.27657,-123.12347,Entire home/apt,130,30,14,2022-04-18,0.29,4,277,5,Exempt
23373637,"Very clean, spacious suite in eclectic Main St.!",174216797,Diana,,Riley Park,49.23471,-123.10001,Entire home/apt,169,2,16,2018-09-02,0.32,1,0,0,18-602657
23393580,TheFreshLoft-PrivateSteam-MountPleasantOlympicVill,988874,Andrew,,Mount Pleasant,49.26878,-123.10078,Entire home/apt,485,2,57,2021-07-26,1.10,1,0,1,21-156440
23413748,Private room in brand-new East Van condo,7084377,Bijan,,Grandview-Woodland,49.27919,-123.06538,Private room,45,30,0,,,1,0,0,
23419304,"Renovated Downtown Core, Sleeps 4, With Parking !!",72776990,Vicki,,Downtown,49.28081,-123.12517,Entire home/apt,240,1,278,2022-06-01,5.36,1,18,66,22-156034
23432805,OV - Private bed+bath in Shared New Sub Penthouse,20178457,Pantha,,Mount Pleasant,49.26895,-123.1083,Private room,82,3,27,2020-03-08,0.64,1,0,0,19-163901
23436663,The Oasis,174816465,"Vesta, Warren And Iain",,Dunbar Southlands,49.24178,-123.17688,Entire home/apt,95,1,51,2018-09-26,0.99,1,0,0,18-592409
23480707,Lounge on the Deck and Take in the Views at a Luxe Loft,23633177,Tammy,,Fairview,49.26558,-123.12842,Entire home/apt,288,3,10,2021-09-06,0.27,2,0,3,19-163884
23481782,Private Room in a Quiet Family Home,126456251,Terri,,Riley Park,49.24032,-123.10135,Private room,45,30,13,2020-04-10,0.26,4,4,0,22-155918
23482505,Warm & Stylish 1 Bedroom In Vancouver,139891966,Ishtar,,Fairview,49.25985,-123.12793,Entire home/apt,110,30,12,2022-04-30,0.25,29,155,3,
23482800,Modern Family Friendly 2 Bedroom Across VGH,139891966,Ishtar,,Fairview,49.26146,-123.12646,Entire home/apt,155,30,6,2022-03-02,0.12,29,86,1,
23485127,Private 2 BR garden suite in character home,121580936,Sarah,,Kitsilano,49.26746,-123.18358,Entire home/apt,240,2,57,2022-05-30,1.22,1,3,1,22-230236
23487994,B o u t i q u e · P r i v é e / Vancouver,61804583,Keith,,Shaughnessy,49.23871,-123.1462,Entire home/apt,172,1,267,2022-06-06,5.33,2,81,105,22-155962
23502564,"New, Minimal & Bright Townhome in a Quiet Neighbourhood",1275057,Taryn,,Downtown Eastside,49.27985,-123.08039,Entire home/apt,225,5,96,2022-05-24,1.85,1,250,14,22-155945
23505094,Beautiful three bedroom home in Central Vancouver,4390865,Kerry,,Riley Park,49.25407,-123.09863,Entire home/apt,211,30,6,2022-05-10,0.12,1,95,4,22-216540
23507938,Bright cozy house in Main St area. No stairs,12305815,Avi,,Riley Park,49.24922,-123.10643,Entire home/apt,160,7,33,2022-05-28,0.69,1,26,11,22-156479
23519364,Hip Condo • CENTRAL LOCATION • Ideal for Foodies,6705291,Tuba,,Downtown,49.28082,-123.10843,Entire home/apt,150,2,48,2019-10-25,0.99,1,0,0,19-161671
23527106,"Great apartment, superb location",6005855,Peter,,Strathcona,49.27341,-123.09975,Entire home/apt,250,7,15,2021-11-14,0.30,2,0,1,21-156455
23528634,Nelson House-Room 5 (bathroom is out of bedroom),66327125,Liduo,,West End,49.28642,-123.1341,Private room,80,30,54,2020-01-05,1.05,7,90,0,19-162160
23546911,Downtown 2-Story Townhouse w/ Private Entrance!,19059944,Kieran,,West End,49.28402,-123.12917,Entire home/apt,375,60,110,2022-04-02,2.24,5,181,2,
23547808,Modern design home steps from Commercial Drive,2344259,Alicia,,Grandview-Woodland,49.27071,-123.06682,Entire home/apt,375,3,6,2022-06-05,0.13,1,130,1,#22-156202
23559355,Level | One Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,,Downtown,49.27291,-123.12668,Entire home/apt,245,31,3,2022-04-01,0.09,22,342,1,
23563987,"☀️ Ocean View, King Bed, Bright Corner Suite",135886351,Geneva,,West End,49.28465,-123.14188,Entire home/apt,191,6,31,2022-05-20,0.60,1,3,15,22-171359
23578800,Level | One Bedroom Suite | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.27474,-123.12806,Entire home/apt,245,30,1,2018-08-07,0.02,22,318,0,
23583730,private room close to downtown,103324604,Angela,,Riley Park,49.2336,-123.10971,Private room,37,2,8,2019-02-04,0.16,1,0,0,19-179739
23615744,Level | Deluxe One Bedroom Suite | Yaletown,2502595,Level Hotels And Furnished Suites,,Downtown,49.27468,-123.12618,Entire home/apt,265,31,0,,,22,172,0,
23615892,Level | Deluxe One Bedroom Suite | Luxe Amenities,2502595,Level Hotels And Furnished Suites,,Downtown,49.27306,-123.12811,Entire home/apt,265,30,1,2020-04-17,0.04,22,305,0,
23616175,Level | Two Bedroom Suite | Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.27452,-123.12623,Entire home/apt,385,31,1,2021-09-19,0.11,22,329,1,
23631177,Gorgeous Yaletown boutique suite.,95217850,Mauricio,,Downtown,49.27539,-123.13316,Entire home/apt,250,5,86,2022-05-26,1.71,25,294,17,# 22-139388
23667593,PATIO TIME-3 outdoor patios! sleeps 8 to 10 people,3494649,Kendra & Trevor,,Hastings-Sunrise,49.27574,-123.03745,Entire home/apt,412,5,41,2022-06-04,0.81,1,269,15,22-157243
23672204,Comfortable 2 Bedroom Private Suite Near Metrotown,52836108,Jk,,Killarney,49.22509,-123.03591,Entire home/apt,100,1,112,2019-10-20,2.17,1,0,0,20-159964
23711804,Stadium Sunrise,20986776,Victoria,,Downtown,49.27916,-123.10787,Entire home/apt,500,7,37,2022-01-02,0.74,1,5,3,20-160533
23750023,Private masteroom & your own washroom in downtown,35571562,Abbi,,Downtown,49.27374,-123.12025,Private room,90,30,53,2022-04-30,1.04,3,56,6,
23769826,Amazing 1BR Apartment in the Olympic Village,167708643,Allison,,Mount Pleasant,49.27024,-123.10181,Entire home/apt,128,30,50,2022-05-31,0.97,1,162,8,
23771188,Casa Amelie Downtown Vancouver 1 bedroom condo,31304279,Monica,,Downtown,49.28389,-123.11562,Entire home/apt,160,30,0,,,1,32,0,
23773053,Brilliant corner loft in Gastown!,178348855,Paul,,Downtown Eastside,49.2833,-123.10495,Entire home/apt,180,30,26,2022-06-03,0.51,1,92,2,
23800634,Charming 2 Bedroom Ground Floor Artist's Home,176226893,Anita,,Kerrisdale,49.2324,-123.15844,Entire home/apt,195,3,45,2022-05-20,0.90,1,274,17,21-156375
23816739,"Single detached , corner home",178767690,Levy,,Riley Park,49.23498,-123.09053,Private room,40,1,2,2018-09-28,0.04,2,0,0,19-163539
23822741,Nelson House - Room G2,66327125,Liduo,,West End,49.28518,-123.13326,Private room,74,30,50,2020-10-31,1.00,7,99,0,19-162160
23827382,Fairview 3 Bed Townhome Oasis (min 30 days),4292086,Anne,,Fairview,49.26357,-123.12267,Entire home/apt,175,30,11,2021-04-15,0.24,18,171,0,
23834095,Huge Balcony! 1 Bd near Yaletown and Seawall,178801067,Brian,,Downtown,49.27536,-123.12655,Entire home/apt,149,1,111,2019-12-28,2.22,2,0,0,19-162456
23856693,2 BRs at Comfort & Clean House in Van East,78927738,Victoria,,Kensington-Cedar Cottage,49.23416,-123.08919,Private room,90,1,15,2018-10-31,0.29,2,0,0,19-161122
23857168,2 Clean and Warm BRs in Van East,78927738,Victoria,,Kensington-Cedar Cottage,49.23386,-123.08794,Private room,60,1,8,2018-09-30,0.16,2,0,0,19-161122
23885617,"*NEW* 1BR Olympic Village! Patio, Parking",9085924,Gerry,,Mount Pleasant,49.26873,-123.10876,Entire home/apt,125,31,126,2022-04-02,2.46,2,190,4,21-163602
23902297,Furnished bedroom and garden - 5 mins to downtown,138741347,Neal,,South Cambie,49.2546,-123.12656,Private room,38,30,0,,,2,294,0,
23949937,开心果家庭旅馆,179895629,Kara,,Shaughnessy,49.23802,-123.12828,Private room,95,1,75,2019-09-20,1.47,1,0,0,18-551880
23976574,Brand new condo Olympic Village,83930545,Sara,,Mount Pleasant,49.26844,-123.109,Entire home/apt,150,30,37,2022-04-14,0.74,2,31,3,21-105100
23976814,Studio Condo in Olympic Village (brand new),83930545,Sara,,Mount Pleasant,49.27079,-123.10741,Entire home/apt,120,30,76,2022-05-01,1.53,2,55,4,21-105100
23981929,Kitsilano heritage home,40061935,David,,Kitsilano,49.26513,-123.16712,Entire home/apt,275,1,148,2022-06-04,3.07,2,67,19,22-199685
23985693,"Private 2-bed near Main, family/dog friendly",614001,Kate,,Riley Park,49.25512,-123.09454,Entire home/apt,155,3,43,2022-05-24,4.34,1,252,43,22-157529
23991651,NEW KITSILANO 2 bdrm kid friendly home,53967300,Carlos,,Kitsilano,49.26417,-123.16089,Entire home/apt,300,7,7,2021-08-04,0.15,2,182,2,18-569987
24000674,"PRIVATE 1.5 Br Garden suite, CENTRAL",3655825,Jessica,,South Cambie,49.25269,-123.12462,Entire home/apt,78,30,4,2019-08-27,0.09,1,276,0,18-581825
24016633,"Cozy Private Suite, Great Shaughnessy Location",180741245,Easter Seals House,,Shaughnessy,49.25011,-123.12779,Entire home/apt,75,1,15,2021-10-18,0.30,21,3,1,18-547315
24018283,Crosstown Small Room Downtown Vancouver 1,15535422,Anthony,,Downtown,49.27968,-123.10883,Private room,67,1,143,2020-12-30,3.01,3,274,0,21-180711
24024651,New 2 BR＋parking＋skytrain,129513006,Ivy,,Oakridge,49.22203,-123.11669,Entire home/apt,120,2,35,2019-12-29,0.69,2,0,0,20160053
24066686,White & Bright Two Bed Two Bath Across VGH,139891966,Ishtar,,Fairview,49.26163,-123.12808,Entire home/apt,154,30,5,2021-07-14,0.11,29,304,1,
24066913,Quaint & Quiet 1 Bed 1 Bath In Vancouver,139891966,Ishtar,,Fairview,49.26158,-123.12615,Entire home/apt,135,30,4,2021-07-10,0.11,29,177,1,
24088415,New 2br private basement ＋skytrain,129513006,Ivy,,Oakridge,49.22481,-123.11777,Entire home/apt,120,2,47,2020-03-22,0.94,2,0,0,20160053
24119846,Beautiful Room in the Heart of Kitsilano Beach,107176582,Lyn,,Kitsilano,49.2733,-123.15572,Private room,80,30,9,2022-05-01,0.19,1,308,4,
24121520,Luxury living at the Fairmont Pacific Rim Hotel,3748154,Helen,,Downtown,49.28842,-123.11759,Entire home/apt,130,180,0,,,1,157,0,
24133046,Luxury 1 Bedroom Condo in Trendy Strathcona,115868438,Heidi,,Downtown Eastside,49.28244,-123.08245,Entire home/apt,197,2,21,2022-05-19,2.15,1,100,21,22-157572
24134940,Family Home off Main Street,25473957,Glencora,,Riley Park,49.24891,-123.09959,Entire home/apt,378,2,37,2021-09-03,0.74,1,263,4,21-156359
24140085,"Newly renovated heritage home, great 'hood",18767885,Shauna,,Grandview-Woodland,49.28032,-123.05944,Entire home/apt,350,5,5,2019-07-11,0.11,1,0,0,19-162261
24160835,Newly Renovated & Fully Furnished Downtown Studio,182069543,Iryna,,Downtown,49.2778,-123.12404,Entire home/apt,109,30,19,2022-04-17,0.38,1,167,4,
24167131,2 BR + 2 Bath Condo in Heart of Downtown,102554136,Bonnie,,West End,49.2867,-123.12599,Entire home/apt,140,31,9,2022-05-15,0.20,4,270,4,
24183385,5/5 Stars Designer Home Central Westside Vancouver,182271089,Julia,,Riley Park,49.2343,-123.10811,Entire home/apt,995,30,52,2022-01-03,1.07,1,37,5,19-162555
24185448,Kits Beach Loft,20476536,Catherine,,Kitsilano,49.26837,-123.15531,Entire home/apt,200,30,24,2021-08-31,0.48,1,248,1,18-559212
24206329,Stunning mountain and ocean view 2 bedroom.,75487249,Lynette,,Downtown,49.27486,-123.1328,Entire home/apt,275,3,172,2022-06-02,3.49,1,189,44,2156031
24250201,Downtown Vancouver Luxury Furnished Condo,95217850,Mauricio,,Downtown,49.28327,-123.11642,Entire home/apt,100,30,7,2022-05-31,0.15,25,280,1,
24253909,Dunbar Blue House 3_Polar Bear,180824391,Andrea,,Dunbar Southlands,49.25533,-123.18469,Private room,107,2,53,2022-05-31,1.06,1,128,13,# 22- 156024
24293792,Luxury 3 bedrooms house in central Vancouver,183269408,Tracy,,Riley Park,49.25544,-123.11016,Entire home/apt,285,1,208,2022-05-18,4.14,1,57,55,22-155938
24310129,Brand New Private Studio in central Mount Pleasant,59846096,Sarah,,Riley Park,49.24531,-123.09538,Private room,100,3,153,2022-05-23,3.06,1,24,15,22-156244
24313445,BIG COZY BOHO ROOM  WITH FREE PARKING,26230655,Willem,,Downtown Eastside,49.276779,-123.091438,Private room,85,1,227,2022-05-22,4.49,2,20,42,22-158273
24328404,Summer vacation home! IN DOWNTOWN Vancouver!,75669015,Peter,,Downtown,49.27955,-123.12056,Entire home/apt,300,31,0,,,1,0,0,
24335614,1 Bedroom Apartment 2 Blocks from Sunset Beach,173859564,Melanie,,West End,49.27993,-123.13258,Entire home/apt,103,2,23,2019-04-01,0.46,1,0,0,19-162050
24337332,Kitsilano Comfort,20517828,John,,Kitsilano,49.26242,-123.17828,Entire home/apt,111,5,25,2021-08-08,0.50,2,7,3,22-156564
24358269,"2 Bedrooms near Skytrain, Shopping in Vancouver",58189935,Marina,,Killarney,49.23098,-123.03564,Entire home/apt,150,2,86,2022-05-31,1.73,2,285,13,22-156079
24372189,Modern Living in Coal Harbour.,397721,Svet Savova,,Downtown,49.28833,-123.12272,Entire home/apt,338,2,95,2022-05-21,1.91,1,11,34,22-157522
24372539,Modern Coal Harbour Style w/gym/wifi/PRKG/central,156808817,Persia,,Downtown,49.28614,-123.12327,Entire home/apt,285,1,216,2022-05-22,4.31,1,106,51,22-156023
24378747,"Master Bedroom, Private Bath&Balcony Good Location",94416838,Jacky,,Victoria-Fraserview,49.22935,-123.06526,Private room,95,1,183,2022-05-26,3.67,3,76,62,22-156341
24379576,A Gem in the Heart of Yaletown,182951403,Gen,,Downtown,49.27914,-123.12078,Entire home/apt,305,4,67,2022-05-28,1.34,1,86,18,22-155896
24380721,Beautiful & Private 3 Brms/2 Bath Suite,176820001,Sue,,West Point Grey,49.26881,-123.21097,Entire home/apt,392,2,34,2019-11-03,0.67,1,0,0,20-159855
24389296,Vancouver Downtown 2BR: floor-to-ceiling windows!!,317618,Edgar,,West End,49.28062,-123.12768,Entire home/apt,258,1,17,2021-08-30,0.35,9,0,2,Exempt
24391564,*Min 6 mo lease* Furnished executive 2 bed 2 bath,2538574,Jaime,,Mount Pleasant,49.27193,-123.10172,Entire home/apt,115,180,0,,,1,0,0,
24411670,Sunny room in kits near ocean,10571680,Paolo,,Kitsilano,49.2689,-123.16279,Private room,55,31,2,2018-08-26,0.04,3,249,0,
24413898,Charming 2 Bedroom Private Space,180062569,Kelly,,Renfrew-Collingwood,49.24881,-123.04398,Entire home/apt,185,2,64,2022-06-02,1.28,1,16,10,22-156719
24450782,Private Room in Kitsilano Heritage Home,28469375,Geraldine,,Kitsilano,49.27097,-123.18327,Entire home/apt,125,3,152,2022-06-04,3.13,2,87,32,22-156490
24454936,Excellent location - Near Airport and Train (6),17872558,David,,Marpole,49.2125,-123.11411,Private room,888,3,4,2019-08-19,0.10,4,63,0,22-155931
24469246,Minimal + Bright 3BR House for Quiet Getaways,18871578,Gillian,,West Point Grey,49.26299,-123.20275,Entire home/apt,317,2,8,2018-09-23,0.17,1,0,0,18-550139
24474689,Spacious Gastown Loft | 20ft ceiling,16750396,Eddie And Marv,,Downtown Eastside,49.28182,-123.10361,Entire home/apt,292,2,140,2022-05-26,2.85,4,299,41,22-156229
24500508,Sophisticated High-rise Suite with Vancouver Views & Parking,185085297,Met,,Downtown,49.2886,-123.12313,Entire home/apt,400,2,131,2022-06-03,2.67,1,69,21,22-155983
24501265,Your Home in Downtown Vancouver with Parking,185092131,Toma,,West End,49.28629,-123.125,Entire home/apt,304,2,310,2022-05-30,6.25,1,44,84,22-156280
24517031,Sunny Bedroom for One in Vancouver Heritage house,3150401,Heather,,Kensington-Cedar Cottage,49.25614,-123.07643,Private room,50,1,2,2018-08-26,0.04,3,0,0,18-549634
24528249,Helen's House/ Near Skytrain & Airport,28946580,Wen,,Marpole,49.21279,-123.11202,Entire home/apt,162,1,121,2022-06-05,2.55,2,58,28,22-155898
24559993,"Great Location! Clean, Comfy Studio + Free Parking",2568168,Jenni,,Downtown,49.27757,-123.13088,Entire home/apt,115,30,33,2020-10-02,0.66,1,47,0,18-549209
24561319,"NEW! Lovely Renovated 1BR, Central Van, 15min YVR",73177526,Steven,,Victoria-Fraserview,49.21777,-123.06271,Entire home/apt,118,1,10,2022-05-16,1.12,1,42,10,22-157774
24634635,"Clean, Bright & Modern",23681093,Noel,,Kensington-Cedar Cottage,49.25214,-123.08713,Entire home/apt,259,3,2,2018-08-08,0.04,1,0,0,18-569070
24637126,*Conveniently Located Highrise* W/parkin+skytrain,36156553,Jj,,Marpole,49.2086512057889,-123.11879361117079,Entire home/apt,199,21,59,2019-11-10,1.22,1,249,0,00-00000
24646416,Roam Vancouver in Style from a Chic Hideout,186084821,Jean-Francis,,Riley Park,49.24618,-123.10192,Entire home/apt,238,2,168,2022-06-03,3.37,2,58,47,22-155998
24650295,176 Furnished 1 Bedroom water view Coal Harbour,600607,Bruce Ward,,Downtown,49.29074,-123.12746,Entire home/apt,98,30,2,2020-02-09,0.06,34,0,0,
24658451,Tidy apartment in the heart of the action,22623541,James,,Fairview,49.26181,-123.13425,Entire home/apt,120,3,3,2018-12-29,0.06,1,0,0,18-596187
24671100,Charming Strathcona Gem,4177367,Lily,,Downtown Eastside,49.27893,-123.0827,Entire home/apt,225,2,58,2019-09-01,1.20,1,0,0,19-184853
